name	pfam_id	chrom	chromStart	chromEnd	all_cosmic	pval
CUB	PF00431	chr8	105511550	105521299	221	0.00823877791258101
Fibrinogen_C	PF00147	chr8	108264090	108315553	28	9.75580331032108e-05
Exostosin	PF03016	chr8	118842527	119122939	17	0.0913798565675432
SAM_2	PF07647	chr8	119391831	119452172	13	9.75580331032108e-05
SAM_1	PF00536	chr8	119391837	119452169	17	1.82240333218664e-05
DEP	PF00610	chr8	120977479	121013811	15	0.00127894245878223
Collagen	PF01391	chr8	121357685	121379445	88	2.27964843259768e-06
PDZ	PF00595	chr8	121706142	121823749	46	2.27964843259768e-06
FerB	PF08150	chr8	125035684	125047590	9	0.91842793349378
IMD	PF08397	chr8	125579325	125740150	12	0.00348887616987592
IMD	PF08397	chr8	125579325	125740150	12	0.00348887616987592
DUF1053	PF06327	chr8	131848691	131916133	15	0.200926939077681
Phospholip_A2_1	PF00068	chr8	133036885	133041340	13	0.0565734645986981
COesterase	PF00135	chr8	134030022	134145871	54	9.75580331032108e-05
Collagen	PF01391	chr8	139715550	139728504	88	2.27964843259768e-06
Ion_trans_2	PF07885	chr8	140631222	140715003	13	9.75580331032108e-05
7tm_1	PF00001	chr8	116264	116903	53	1.43145332025962e-07
KRAB	PF01352	chr8	192893	193724	10	1.43145332025962e-07
zf-C2H2	PF00096	chr8	195430	195499	38	1.82240333218664e-05
zf-C2H2	PF00096	chr8	195598	195667	38	1.82240333218664e-05
zf-C2H2	PF00096	chr8	195682	195751	38	1.82240333218664e-05
zf-C2H2	PF00096	chr8	195766	195835	38	1.82240333218664e-05
zf-C2H2	PF00096	chr8	195850	195919	38	1.82240333218664e-05
zf-C2H2	PF00096	chr8	195934	196003	38	1.82240333218664e-05
zf-C2H2	PF00096	chr8	196018	196087	38	1.82240333218664e-05
zf-C2H2	PF00096	chr8	196102	196171	38	1.82240333218664e-05
zf-C2H2	PF00096	chr8	196186	196255	38	1.82240333218664e-05
zf-C2H2	PF00096	chr8	196270	196339	38	1.82240333218664e-05
GKAP	PF03359	chr8	1616794	1649570	45	0.372361329399178
GKAP	PF03359	chr8	1616794	1649570	45	0.372361329399178
RhoGEF	PF00621	chr8	1841750	1851543	28	2.27964843259768e-06
RhoGEF	PF00621	chr8	1841750	1851543	28	2.27964843259768e-06
BTB	PF00651	chr8	1949755	1950052	15	1.43145332025962e-07
Kelch_1	PF01344	chr8	1950400	1950556	34	9.75580331032108e-05
Kelch_1	PF01344	chr8	1950559	1950685	34	9.75580331032108e-05
Kelch_1	PF01344	chr8	1950694	1950820	34	9.75580331032108e-05
I-set	PF07679	chr8	2005798	2017482	956	0.0565734645986981
I-set	PF07679	chr8	2020562	2021577	956	0.0565734645986981
fn3	PF00041	chr8	2024247	2026960	610	0.00823877791258101
fn3	PF00041	chr8	2033409	2037978	610	0.00823877791258101
fn3	PF00041	chr8	2040179	2041882	610	0.00823877791258101
fn3	PF00041	chr8	2044092	2046765	610	0.00823877791258101
fn3	PF00041	chr8	2046810	2050535	610	0.00823877791258101
V-set	PF07686	chr8	2091330	2092810	30	1.43145332025962e-07
I-set	PF07679	chr8	2091351	2092813	956	0.0565734645986981
ig	PF00047	chr8	2091375	2092759	9	1.82240333218664e-05
Sushi	PF00084	chr8	2813113	2813281	211	0.00127894245878223
Sushi	PF00084	chr8	2815220	2818718	211	0.00127894245878223
Sushi	PF00084	chr8	2819990	2820152	211	0.00127894245878223
Sushi	PF00084	chr8	2820746	2820908	211	0.00127894245878223
Sushi	PF00084	chr8	2823299	2823467	211	0.00127894245878223
Sushi	PF00084	chr8	2824094	2824259	211	0.00127894245878223
Sushi	PF00084	chr8	2830641	2830803	211	0.00127894245878223
Sushi	PF00084	chr8	2831975	2832137	211	0.00127894245878223
Sushi	PF00084	chr8	2836136	2836313	211	0.00127894245878223
Sushi	PF00084	chr8	2855535	2855697	211	0.00127894245878223
Sushi	PF00084	chr8	2857482	2857644	211	0.00127894245878223
Sushi	PF00084	chr8	2876001	2876163	211	0.00127894245878223
Sushi	PF00084	chr8	2886843	2887026	211	0.00127894245878223
Sushi	PF00084	chr8	2909986	2910160	211	0.00127894245878223
Sushi	PF00084	chr8	2944621	2944798	211	0.00127894245878223
CUB	PF00431	chr8	2949040	2954532	221	0.00823877791258101
CUB	PF00431	chr8	2949040	2964052	221	0.00823877791258101
Sushi	PF00084	chr8	2964052	2965302	211	0.00127894245878223
CUB	PF00431	chr8	2966127	2967851	221	0.00823877791258101
Sushi	PF00084	chr8	2975923	2976091	211	0.00127894245878223
CUB	PF00431	chr8	2999989	3009029	221	0.00823877791258101
CUB	PF00431	chr8	3008918	3009029	221	0.00823877791258101
Sushi	PF00084	chr8	3015421	3019781	211	0.00127894245878223
Sushi	PF00084	chr8	3015421	3019727	211	0.00127894245878223
CUB	PF00431	chr8	3038634	3046527	221	0.00823877791258101
Sushi	PF00084	chr8	3047436	3047610	211	0.00127894245878223
CUB	PF00431	chr8	3057238	3063136	221	0.00823877791258101
Sushi	PF00084	chr8	3072021	3072195	211	0.00127894245878223
CUB	PF00431	chr8	3076779	3081383	221	0.00823877791258101
Sushi	PF00084	chr8	3087564	3087735	211	0.00127894245878223
Sushi	PF00084	chr8	3165836	3166007	211	0.00127894245878223
CUB	PF00431	chr8	3200818	3205677	221	0.00823877791258101
Sushi	PF00084	chr8	3216676	3216844	211	0.00127894245878223
CUB	PF00431	chr8	3224556	3226886	221	0.00823877791258101
Sushi	PF00084	chr8	3245018	3245180	211	0.00127894245878223
CUB	PF00431	chr8	3253718	3257045	221	0.00823877791258101
Sushi	PF00084	chr8	3263551	3263725	211	0.00127894245878223
CUB	PF00431	chr8	3265423	3265741	221	0.00823877791258101
CUB	PF00431	chr8	3265423	3265669	221	0.00823877791258101
Sushi	PF00084	chr8	3266947	3267109	211	0.00127894245878223
Sushi	PF00084	chr8	3443660	3474283	211	0.00127894245878223
CUB	PF00431	chr8	3611454	3611556	221	0.00823877791258101
CUB	PF00431	chr8	3855449	3855620	221	0.00823877791258101
Sushi	PF00084	chr8	3889429	3889603	211	0.00127894245878223
BRCT	PF00533	chr8	6264189	6289027	12	9.75580331032108e-05
BRCT	PF00533	chr8	6338266	6357388	12	9.75580331032108e-05
Fibrinogen_C	PF00147	chr8	6360629	6377476	28	9.75580331032108e-05
Fibrinogen_C	PF00147	chr8	6366548	6377476	28	9.75580331032108e-05
Acyltransferase	PF01553	chr8	6566406	6599215	11	1.82240333218664e-05
Defensin_beta	PF00711	chr8	6728204	6728312	4	1.50513648569774
Defensin_1	PF00323	chr8	6782344	6782428	3	2.7958340057698
Defensin_propep	PF00879	chr8	6783379	6783556	3	0.200926939077681
Defensin_1	PF00323	chr8	6793555	6793642	3	2.7958340057698
Defensin_propep	PF00879	chr8	6794264	6794420	3	0.200926939077681
Defensin_1	PF00323	chr8	6835293	6835380	3	2.7958340057698
Defensin_propep	PF00879	chr8	6835996	6836155	3	0.200926939077681
Defensin_1	PF00323	chr8	6854410	6854497	3	2.7958340057698
Defensin_propep	PF00879	chr8	6855113	6855272	3	0.200926939077681
Defensin_1	PF00323	chr8	6873513	6873600	3	2.7958340057698
Defensin_propep	PF00879	chr8	6874212	6874371	3	0.200926939077681
Defensin_1	PF00323	chr8	6912957	6913044	3	2.7958340057698
Defensin_propep	PF00879	chr8	6914062	6914218	3	0.200926939077681
UCH	PF00443	chr8	7190137	7191025	51	2.27964843259768e-06
UCH	PF00443	chr8	7194865	7195753	51	2.27964843259768e-06
zf-C2H2	PF00096	chr8	7215733	7215802	38	1.82240333218664e-05
KRAB	PF01352	chr8	7217851	7218751	10	1.43145332025962e-07
Defensin_beta	PF00711	chr8	7272490	7272598	4	1.50513648569774
Defensin_beta	PF00711	chr8	7286516	7286624	4	1.50513648569774
Sperm_Ag_HE2	PF05324	chr8	7305559	7321021	1	9.75580331032108e-05
Defensin_beta	PF00711	chr8	7308293	7308401	4	1.50513648569774
Sperm_Ag_HE2	PF05324	chr8	7308410	7321021	1	9.75580331032108e-05
Sperm_Ag_HE2	PF05324	chr8	7308709	7321021	1	9.75580331032108e-05
Defensin_beta	PF00711	chr8	7318933	7319038	4	1.50513648569774
Sperm_Ag_HE2	PF05324	chr8	7319044	7321021	1	9.75580331032108e-05
Sperm_Ag_HE2	PF05324	chr8	7705572	7707549	1	9.75580331032108e-05
Sperm_Ag_HE2	PF05324	chr8	7705572	7721034	1	9.75580331032108e-05
Sperm_Ag_HE2	PF05324	chr8	7705572	7718179	1	9.75580331032108e-05
Sperm_Ag_HE2	PF05324	chr8	7705572	7717880	1	9.75580331032108e-05
Defensin_beta	PF00711	chr8	7707555	7707660	4	1.50513648569774
Defensin_beta	PF00711	chr8	7718188	7718296	4	1.50513648569774
Defensin_beta	PF00711	chr8	7739971	7740079	4	1.50513648569774
Defensin_beta	PF00711	chr8	7754016	7754124	4	1.50513648569774
KRAB	PF01352	chr8	7806657	7807557	10	1.43145332025962e-07
zf-C2H2	PF00096	chr8	7809608	7809677	38	1.82240333218664e-05
zf-C2H2	PF00096	chr8	7809692	7809761	38	1.82240333218664e-05
UCH	PF00443	chr8	7829658	7830546	51	2.27964843259768e-06
UCH	PF00443	chr8	7834390	7835278	51	2.27964843259768e-06
Pkinase	PF00069	chr8	8176424	8176535	283	2.27964843259768e-06
SAP	PF02037	chr8	8865597	8869095	6	0.000393708410902564
CBM_21	PF03370	chr8	8998461	8998788	15	0.611100783991512
Ank	PF00023	chr8	9437737	9437836	55	0.00348887616987592
Ank	PF00023	chr8	9437836	9473133	55	0.00348887616987592
Ank	PF00023	chr8	9538305	9562266	55	0.00348887616987592
Ank	PF00023	chr8	9562266	9564351	55	0.00348887616987592
Ank	PF00023	chr8	9564351	9564450	55	0.00348887616987592
Ank	PF00023	chr8	9565985	9567555	55	0.00348887616987592
Ank	PF00023	chr8	9567555	9567749	55	0.00348887616987592
Ank	PF00023	chr8	9577902	9578001	55	0.00348887616987592
Ank	PF00023	chr8	9588445	9588544	55	0.00348887616987592
Ank	PF00023	chr8	9588544	9590886	55	0.00348887616987592
Ank	PF00023	chr8	9590886	9592405	55	0.00348887616987592
Ank	PF00023	chr8	9592567	9592958	55	0.00348887616987592
Ank	PF00023	chr8	9592958	9605594	55	0.00348887616987592
Ank	PF00023	chr8	9605594	9605693	55	0.00348887616987592
SAM_2	PF07647	chr8	9610053	9619140	13	9.75580331032108e-05
SAM_1	PF00536	chr8	9610053	9619134	17	1.82240333218664e-05
PARP	PF00644	chr8	9622283	9634193	16	1.82240333218664e-05
Trypsin	PF00089	chr8	10387064	10396130	31	1.43145332025962e-07
Trypsin	PF00089	chr8	10387064	10411453	31	1.43145332025962e-07
DCX	PF03607	chr8	10474027	10480209	24	0.278450517967822
DCX	PF03607	chr8	10480377	10480560	24	0.278450517967822
HMG_box	PF00505	chr8	10584074	10587810	10	2.27964843259768e-06
HMG_box	PF00505	chr8	10584074	10584176	10	2.27964843259768e-06
G-patch	PF01585	chr8	10690412	10692228	4	1.82240333218664e-05
Myotub-related	PF06602	chr8	11162386	11163906	26	9.75580331032108e-05
SH3_1	PF00018	chr8	11405546	11406612	11	2.27964843259768e-06
SH3_2	PF07653	chr8	11405549	11406612	8	2.27964843259768e-06
SH2	PF00017	chr8	11407669	11412395	123	0.0325964095227795
Pkinase	PF00069	chr8	11412942	11421579	283	2.27964843259768e-06
Pkinase_Tyr	PF07714	chr8	11412942	11421570	1522	3.41277051625166
Pkinase	PF00069	chr8	11418808	11421579	283	2.27964843259768e-06
Pkinase_Tyr	PF07714	chr8	11418808	11421570	1522	3.41277051625166
GATA-N	PF05349	chr8	11565822	11606436	7	0.0325964095227795
GATA-N	PF05349	chr8	11565822	11606436	7	0.0325964095227795
GATA-N	PF05349	chr8	11565822	11566437	7	0.0325964095227795
GATA	PF00320	chr8	11606460	11606565	36	3.09748640305924
GATA	PF00320	chr8	11607647	11612561	36	3.09748640305924
H2TH	PF06831	chr8	11640878	11643582	5	0.483162798595204
SQS_PSY	PF00494	chr8	11666342	11689150	6	0.00823877791258101
SQS_PSY	PF00494	chr8	11666342	11667357	6	0.00823877791258101
SQS_PSY	PF00494	chr8	11666396	11689150	6	0.00823877791258101
SQS_PSY	PF00494	chr8	11667234	11689150	6	0.00823877791258101
SQS_PSY	PF00494	chr8	11667357	11689150	6	0.00823877791258101
SQS_PSY	PF00494	chr8	11683587	11689150	6	0.00823877791258101
Peptidase_C1	PF00112	chr8	11702665	11708463	11	1.82240333218664e-05
Peptidase_C1	PF00112	chr8	11702665	11706672	11	1.82240333218664e-05
Peptidase_C1	PF00112	chr8	11702665	11708375	11	1.82240333218664e-05
Peptidase_C1	PF00112	chr8	11702665	11705659	11	1.82240333218664e-05
Peptidase_C1	PF00112	chr8	11704557	11706564	11	1.82240333218664e-05
Propeptide_C1	PF08127	chr8	11710131	11710887	1	2.27964843259768e-06
Defensin_beta	PF00711	chr8	11921953	11922058	4	1.50513648569774
KRAB	PF01352	chr8	11967415	11968311	10	1.43145332025962e-07
zf-C2H2	PF00096	chr8	11970362	11970431	38	1.82240333218664e-05
zf-C2H2	PF00096	chr8	11970446	11970515	38	1.82240333218664e-05
UCH	PF00443	chr8	11986469	11986577	51	2.27964843259768e-06
UCH	PF00443	chr8	11990401	11991289	51	2.27964843259768e-06
UCH	PF00443	chr8	11995152	11996040	51	2.27964843259768e-06
Defensin_beta	PF00711	chr8	12168526	12168631	4	1.50513648569774
KRAB	PF01352	chr8	12213655	12214555	10	1.43145332025962e-07
LON	PF02190	chr8	12586468	12589254	7	1.82240333218664e-05
zf-C3HC4	PF00097	chr8	12592811	12594225	10	1.82240333218664e-05
zf-C3HC4	PF00097	chr8	12612454	12612562	10	1.82240333218664e-05
Methyltransf_11	PF08241	chr8	12863856	12878606	5	9.75580331032108e-05
Methyltransf_12	PF08242	chr8	12863856	12878600	4	0.0565734645986981
Methyltransf_11	PF08241	chr8	12863856	12870300	5	9.75580331032108e-05
Methyltransf_11	PF08241	chr8	12870300	12878606	5	9.75580331032108e-05
Methyltransf_12	PF08242	chr8	12870303	12878600	4	0.0565734645986981
START	PF01852	chr8	12943339	12947867	15	9.75580331032108e-05
RhoGAP	PF00620	chr8	12950145	12952647	89	0.000393708410902564
Sarcoglycan_1	PF04790	chr8	14412242	14412368	37	2.5081793081383
SRCR	PF00530	chr8	15967598	15978091	74	0.00348887616987592
Collagen	PF01391	chr8	16001093	16012644	88	2.27964843259768e-06
Macscav_rec	PF03523	chr8	16026088	16026235	1	1.09751040774777
FGF	PF00167	chr8	16850642	16859348	20	0.00127894245878223
FGF	PF00167	chr8	16850823	16859348	20	0.00127894245878223
zf-DHHC	PF01529	chr8	17053112	17063234	14	2.27964843259768e-06
CAF1	PF04857	chr8	17089943	17102624	24	0.00348887616987592
CAF1	PF04857	chr8	17100504	17102624	24	0.00348887616987592
Mod_r	PF07200	chr8	17133963	17143892	6	0.000393708410902564
Mod_r	PF07200	chr8	17133963	17143892	6	0.000393708410902564
Myotub-related	PF06602	chr8	17188709	17218630	26	9.75580331032108e-05
Myotub-related	PF06602	chr8	17188709	17198939	26	9.75580331032108e-05
AA_permease	PF00324	chr8	17407829	17417838	36	0.000393708410902564
AA_permease	PF00324	chr8	17407829	17417838	36	0.000393708410902564
ig	PF00047	chr8	17491639	17500260	9	1.82240333218664e-05
Fibrinogen_C	PF00147	chr8	17722123	17739516	28	9.75580331032108e-05
CBAH	PF02275	chr8	17915047	17921995	9	0.0565734645986981
CBAH	PF02275	chr8	17915047	17920739	9	0.0565734645986981
Acetyltransf_2	PF00797	chr8	18079614	18080397	9	0.0325964095227795
Acetyltransf_2	PF00797	chr8	18257571	18258354	9	0.0325964095227795
SH2	PF00017	chr8	19231162	19251050	123	0.0325964095227795
Lipase	PF00151	chr8	19796985	19813591	34	0.00127894245878223
PLAT	PF01477	chr8	19816773	19819699	54	0.00823877791258101
MFS_1	PF07690	chr8	20003384	20038396	33	1.43145332025962e-07
MFS_1	PF07690	chr8	20004872	20022608	33	1.43145332025962e-07
MFS_1	PF07690	chr8	20004872	20038396	33	1.43145332025962e-07
MFS_1	PF07690	chr8	20028921	20038396	33	1.43145332025962e-07
Sugar_tr	PF00083	chr8	20031871	20036653	38	2.27964843259768e-06
ATP-synt_ab_N	PF02874	chr8	20062006	20067914	5	0.00348887616987592
ATP-synt_ab	PF00006	chr8	20068738	20074767	17	0.00823877791258101
ATP-synt_ab_C	PF00306	chr8	20074815	20077905	6	0.00823877791258101
Fez1	PF06818	chr8	20107324	20110303	9	0.483162798595204
Fez1	PF06818	chr8	20107324	20107444	9	0.483162798595204
Fez1	PF06818	chr8	20107444	20110303	9	0.483162798595204
GDNF	PF02351	chr8	21550908	21608454	19	0.138968050866263
IRS	PF02174	chr8	21767318	21768359	11	0.00127894245878223
IRS	PF02174	chr8	21767318	21768335	11	0.00127894245878223
PH	PF00169	chr8	21769741	21771099	284	0.00823877791258101
IBN_N	PF03810	chr8	21824437	21827684	4	2.27964843259768e-06
FGF	PF00167	chr8	21903709	21905644	20	0.00127894245878223
VHP	PF02209	chr8	21938864	21938972	3	0.00127894245878223
VHP	PF02209	chr8	21938872	21938980	3	0.00127894245878223
NUDIX	PF00293	chr8	21965274	21966687	8	2.27964843259768e-06
JmjC	PF02373	chr8	21973898	21974467	11	1.82240333218664e-05
TB2_DP1_HVA22	PF03134	chr8	21997489	21998991	5	9.75580331032108e-05
EPTP	PF03736	chr8	22005962	22006088	17	0.0565734645986981
EPTP	PF03736	chr8	22009040	22009163	17	0.0565734645986981
BRICHOS	PF04089	chr8	22020671	22021423	9	0.00127894245878223
BRICHOS	PF04089	chr8	22020671	22021552	9	0.00127894245878223
BRICHOS	PF04089	chr8	22020671	22021552	9	0.00127894245878223
BRICHOS	PF04089	chr8	22020671	22021827	9	0.00127894245878223
Astacin	PF01400	chr8	22033775	22037883	12	0.00823877791258101
Astacin	PF01400	chr8	22035394	22037883	12	0.00823877791258101
CUB	PF00431	chr8	22037883	22051684	221	0.00823877791258101
CUB	PF00431	chr8	22051963	22052426	221	0.00823877791258101
EGF_CA	PF07645	chr8	22052977	22053097	110	0.000393708410902564
EGF	PF00008	chr8	22052986	22053097	54	0.00127894245878223
CUB	PF00431	chr8	22054198	22054927	221	0.00823877791258101
EGF	PF00008	chr8	22059327	22059435	54	0.00127894245878223
CUB	PF00431	chr8	22064372	22065023	221	0.00823877791258101
CUB	PF00431	chr8	22066960	22069200	221	0.00823877791258101
RNA_pol_Rpc4	PF05132	chr8	22106685	22108002	8	19.7072386747507
Piwi	PF02171	chr8	22171853	22212974	26	0.372361329399178
Piwi	PF02171	chr8	22171853	22210718	26	0.372361329399178
Piwi	PF02171	chr8	22210607	22212974	26	0.372361329399178
Piwi	PF02171	chr8	22212863	22212974	26	0.372361329399178
Zip	PF02535	chr8	22266003	22273330	30	0.000393708410902564
Zip	PF02535	chr8	22266003	22273330	30	0.000393708410902564
Zip	PF02535	chr8	22273622	22277182	30	0.000393708410902564
Metallophos	PF00149	chr8	22332652	22380077	19	2.27964843259768e-06
Sorb	PF02208	chr8	22414356	22415696	4	0.00823877791258101
SH3_1	PF00018	chr8	22424338	22426667	11	2.27964843259768e-06
SH3_2	PF07653	chr8	22424341	22426667	8	2.27964843259768e-06
SH3_1	PF00018	chr8	22426724	22428531	11	2.27964843259768e-06
SH3_2	PF07653	chr8	22426763	22428531	8	2.27964843259768e-06
SH3_1	PF00018	chr8	22429330	22432239	11	2.27964843259768e-06
SH3_2	PF07653	chr8	22429333	22432239	8	2.27964843259768e-06
PDZ	PF00595	chr8	22438124	22439042	46	2.27964843259768e-06
LIM	PF00412	chr8	22449156	22451391	20	2.27964843259768e-06
BAR	PF03114	chr8	22479020	22502278	20	9.75580331032108e-05
BAR	PF03114	chr8	22479020	22487989	20	9.75580331032108e-05
zf-C2H2	PF00096	chr8	22548083	22548152	38	1.82240333218664e-05
zf-C2H2	PF00096	chr8	22548167	22548236	38	1.82240333218664e-05
zf-C2H2	PF00096	chr8	22548251	22548326	38	1.82240333218664e-05
Miro	PF08477	chr8	22862930	22863606	10	9.75580331032108e-05
Ras	PF00071	chr8	22863474	22864386	30319	300
BTB	PF00651	chr8	22864536	22864650	15	1.43145332025962e-07
BTB	PF00651	chr8	22865226	22872226	15	1.43145332025962e-07
Death	PF00531	chr8	22880239	22880488	14	9.75580331032108e-05
TNFR_c6	PF00020	chr8	22887186	22888285	10	0.000393708410902564
TNFR_c6	PF00020	chr8	22887186	22888346	10	0.000393708410902564
TNFR_c6	PF00020	chr8	22972208	22973068	10	0.000393708410902564
TNFR_c6	PF00020	chr8	22973071	22974212	10	0.000393708410902564
TNFR_c6	PF00020	chr8	23003375	23004534	10	0.000393708410902564
TNFR_c6	PF00020	chr8	23004537	23006025	10	0.000393708410902564
Death	PF00531	chr8	23049268	23049517	14	9.75580331032108e-05
TNFR_c6	PF00020	chr8	23058214	23059381	10	0.000393708410902564
TNFR_c6	PF00020	chr8	23059384	23060235	10	0.000393708410902564
Lysyl_oxidase	PF01186	chr8	23155626	23167418	16	0.0565734645986981
Lysyl_oxidase	PF01186	chr8	23155628	23167418	16	0.0565734645986981
SRCR	PF00530	chr8	23174464	23177555	74	0.00348887616987592
SRCR	PF00530	chr8	23179668	23186059	74	0.00348887616987592
SRCR	PF00530	chr8	23191053	23198640	74	0.00348887616987592
SRCR	PF00530	chr8	23217655	23225662	74	0.00348887616987592
GDA1_CD39	PF01150	chr8	23243532	23294661	24	9.75580331032108e-05
GDA1_CD39	PF01150	chr8	23290641	23294661	24	9.75580331032108e-05
GDA1_CD39	PF01150	chr8	23291827	23294661	24	9.75580331032108e-05
GDA1_CD39	PF01150	chr8	23297295	23305366	24	9.75580331032108e-05
GDA1_CD39	PF01150	chr8	23297295	23305366	24	9.75580331032108e-05
Mito_carr	PF00153	chr8	23386645	23423819	40	2.27964843259768e-06
Mito_carr	PF00153	chr8	23423834	23429042	40	2.27964843259768e-06
Mito_carr	PF00153	chr8	23429048	23429345	40	2.27964843259768e-06
Homeobox	PF00046	chr8	23538894	23539065	21	2.27964843259768e-06
Homeobox	PF00046	chr8	23560301	23560472	21	2.27964843259768e-06
Stanniocalcin	PF03298	chr8	23702287	23712035	17	1.73299008473053
Pep_M12B_propep	PF01562	chr8	24167467	24171085	15	2.27964843259768e-06
Reprolysin	PF01421	chr8	24177782	24188757	24	1.82240333218664e-05
Reprolysin	PF01421	chr8	24178782	24188757	24	1.82240333218664e-05
Reprolysin	PF01421	chr8	24184116	24188757	24	1.82240333218664e-05
Disintegrin	PF00200	chr8	24188805	24193061	9	9.75580331032108e-05
ADAM_CR	PF08516	chr8	24193064	24193157	14	9.75580331032108e-05
ADAM_CR	PF08516	chr8	24193064	24199241	14	9.75580331032108e-05
Pep_M12B_propep	PF01562	chr8	24250835	24254958	15	2.27964843259768e-06
Reprolysin	PF01421	chr8	24255220	24259522	24	1.82240333218664e-05
Disintegrin	PF00200	chr8	24259570	24261579	9	9.75580331032108e-05
Pep_M12B_propep	PF01562	chr8	24304759	24324487	15	2.27964843259768e-06
Reprolysin	PF01421	chr8	24326295	24346763	24	1.82240333218664e-05
Reprolysin	PF01421	chr8	24333997	24346763	24	1.82240333218664e-05
Disintegrin	PF00200	chr8	24346811	24349518	9	9.75580331032108e-05
ADAM_CR	PF08516	chr8	24349521	24350713	14	9.75580331032108e-05
Filament_head	PF04732	chr8	24771331	24771604	4	0.000393708410902564
Filament	PF00038	chr8	24773166	24774602	49	2.27964843259768e-06
Filament	PF00038	chr8	24811280	24813764	49	2.27964843259768e-06
Filament_head	PF04732	chr8	24813764	24814004	4	0.000393708410902564
SH3_1	PF00018	chr8	25042454	25132935	11	2.27964843259768e-06
SH3_2	PF07653	chr8	25042457	25132932	8	2.27964843259768e-06
Pentapeptide	PF00805	chr8	25287410	25290060	4	1.29318976300548
Pentapeptide	PF00805	chr8	25290060	25290857	4	1.29318976300548
Pentapeptide	PF00805	chr8	25290872	25292919	4	1.29318976300548
Pentapeptide	PF00805	chr8	25292925	25293024	4	1.29318976300548
BTB	PF00651	chr8	25293836	25296872	15	1.43145332025962e-07
TIG	PF01833	chr8	25744270	25745482	45	0.00823877791258101
BNIP3	PF06553	chr8	26240650	26267926	6	0.00823877791258101
BNIP3	PF06553	chr8	26240738	26267926	6	0.00823877791258101
BNIP3	PF06553	chr8	26248779	26267926	6	0.00823877791258101
7tm_1	PF00001	chr8	26614278	26722359	53	1.43145332025962e-07
7tm_1	PF00001	chr8	26628087	26722359	53	1.43145332025962e-07
7tm_1	PF00001	chr8	26721609	26722359	53	1.43145332025962e-07
Stathmin	PF00836	chr8	27094370	27098746	10	0.0325964095227795
Stathmin	PF00836	chr8	27096792	27098746	10	0.0325964095227795
Stathmin	PF00836	chr8	27097486	27098746	10	0.0325964095227795
SPRY	PF00622	chr8	27145095	27145491	48	9.75580331032108e-05
zf-B_box	PF00643	chr8	27168340	27168466	8	2.27964843259768e-06
zf-C3HC4	PF00097	chr8	27168571	27168691	10	1.82240333218664e-05
Pkinase_Tyr	PF07714	chr8	27293797	27297957	1522	3.41277051625166
Pkinase	PF00069	chr8	27293797	27297957	283	2.27964843259768e-06
Pkinase_Tyr	PF07714	chr8	27293797	27293860	1522	3.41277051625166
Focal_AT	PF03623	chr8	27311683	27316021	7	0.000393708410902564
Neur_chan_memb	PF02932	chr8	27319174	27321145	28	1.82240333218664e-05
Neur_chan_LBD	PF02931	chr8	27321163	27327396	41	1.82240333218664e-05
Neur_chan_LBD	PF02931	chr8	27321163	27327327	41	1.82240333218664e-05
Neur_chan_LBD	PF02931	chr8	27321163	27321364	41	1.82240333218664e-05
Neur_chan_LBD	PF02931	chr8	27327327	27327396	41	1.82240333218664e-05
Hydrolase	PF00702	chr8	27348732	27364470	33	9.75580331032108e-05
Hydrolase	PF00702	chr8	27361247	27364470	33	9.75580331032108e-05
Hydrolase	PF00702	chr8	27362562	27364470	33	9.75580331032108e-05
Abhydrolase_1	PF00561	chr8	27373861	27375589	15	0.000393708410902564
Clusterin	PF01093	chr8	27455759	27468084	19	0.00348887616987592
Collagen	PF01391	chr8	27528587	27528722	88	2.27964843259768e-06
Collagen	PF01391	chr8	27528722	27528851	88	2.27964843259768e-06
DUF814	PF05670	chr8	27606058	27610067	3	0.00348887616987592
DUF814	PF05670	chr8	27606058	27630032	3	0.00348887616987592
Pkinase	PF00069	chr8	27667835	27685679	283	2.27964843259768e-06
Pkinase_Tyr	PF07714	chr8	27668483	27680690	1522	3.41277051625166
Pkinase	PF00069	chr8	27678081	27685679	283	2.27964843259768e-06
Pkinase_Tyr	PF07714	chr8	27678117	27680690	1522	3.41277051625166
SRCR	PF00530	chr8	27729458	27737250	74	0.00348887616987592
Collagen	PF01391	chr8	27762306	27767215	88	2.27964843259768e-06
Collagen	PF01391	chr8	27762306	27764727	88	2.27964843259768e-06
Collagen	PF01391	chr8	27764727	27779093	88	2.27964843259768e-06
MMR_HSR1	PF01926	chr8	27925839	27925911	12	0.000393708410902564
Radical_SAM	PF04055	chr8	27964248	27995224	9	0.000393708410902564
Radical_SAM	PF04055	chr8	27964298	27995224	9	0.000393708410902564
Acetyltransf_1	PF00583	chr8	28017803	28047207	8	1.82240333218664e-05
Opiods_neuropep	PF01160	chr8	28186675	28196635	4	0.138968050866263
F-box	PF00646	chr8	28314386	28321211	7	0.000393708410902564
Fz	PF01392	chr8	28360594	28384680	13	9.75580331032108e-05
Frizzled	PF01534	chr8	28384851	28409267	16	9.75580331032108e-05
Exostosin	PF03016	chr8	28574162	28575113	17	0.0913798565675432
Homeobox	PF00046	chr8	28876381	28904958	21	2.27964843259768e-06
CAP_GLY	PF01302	chr8	28928196	28929247	9	9.75580331032108e-05
FHA	PF00498	chr8	29007829	29013366	6	2.27964843259768e-06
